"","SRR18396491","SRR18396493","SRR18396494","SRR18396495","SRR18396500","SRR18396512"
"YBR042C",438,507,527,238,373,146
"YBR150C",1617,2182,1468,1238,1132,1198
"YBR298C",1073,1765,712,662,711,1072
"YBR143C",3854,5221,3431,2531,2674,3004
"YBR014C",3987,5829,2775,2486,2423,2415
"tS(AGA)B",0,1,0,0,1,0
"YBR259W",674,1028,622,492,479,454
"YBR060C",644,808,587,406,384,495
"YBR180W",110,165,109,94,72,52
"YBL034C",869,1215,966,684,746,683
"YBR212W",6608,8316,5018,4180,3972,5474
"YBR071W",801,1447,1402,709,1245,530
"YBL074C",300,441,227,223,142,247
"YBL107C",509,754,523,398,453,316
"YBR097W",762,978,610,476,472,513
"YBR136W",1449,1624,985,829,756,1194
"YBR039W",2546,3023,2017,1309,1513,1831
"YBL089W",355,436,328,215,205,237
"YBL067C",1452,2068,1325,1017,965,1138
"YBR270C",1300,1515,895,746,742,834
"YBR087W",95,195,87,88,59,104
"YBR121C",1922,2466,1901,1359,1342,1542
"YBR026C",4152,5471,3931,2388,2956,3253
"YBR197C",525,843,623,408,402,409
"YBR027C",40,29,21,20,25,13
"YBR177C",4451,5121,4202,2203,2571,3408
"YBR176W",286,351,260,166,172,191
"YBR230W-A",191,308,223,137,170,143
"YBR090C",60,83,50,58,64,26
"YBL071C-B",15,23,10,11,10,22
"YBR064W",20,30,23,15,12,14
"YBR044C",1123,1413,924,656,709,726
"YBL068W",476,745,495,379,425,318
"YBR216C",1065,1323,947,664,697,648
"YBR271W",320,438,313,220,249,205
"YBR084W",488,742,650,380,482,481
"YBR065C",2582,3403,2720,1623,1836,1688
"YBR245C",771,947,770,469,518,558
"YBR085W",10,16,12,18,5,6
"YBR059C",4542,5237,3995,2922,3020,3424
"YBR068C",21864,29823,18637,13017,14839,17733
"YBR285W",2225,2821,1558,1388,1437,1464
"YBR041W",965,1025,744,560,592,546
"YBR252W",194,247,189,116,134,74
"YBL082C",264,306,231,172,157,171
"YBL002W",281,310,287,207,206,222
"YBL098W",681,836,463,373,373,380
"YBR117C",51999,65989,48394,30420,33216,44267
"YBR214W",13686,14484,11467,7600,8468,11346
"YBR169C",15031,17063,17598,8454,11026,11325
"YBR207W",2154,2739,2144,1485,1702,1509
"YBR155W",514,796,531,328,430,337
"YBL106C",845,934,622,437,458,662
"YBR237W",2502,3076,2042,1603,1574,1901
"YBR193C",740,836,747,371,485,438
"YBR149W",10806,12023,7191,5748,5639,7884
"YBR013C",0,0,0,0,0,0
"YBL063W",196,281,165,151,140,124
"YBL029C-A",3378,4292,3284,1954,2731,1959
"YBR147W",1621,2337,1363,845,907,993
"YBR246W",379,476,328,274,232,306
"YBR002C",937,1208,798,561,617,662
"YBR023C",799,1160,829,798,650,766
"YBL088C",1259,1438,903,764,737,1023
"YBL064C",4800,5644,2862,2482,2438,3472
"YBL007C",6718,8482,7460,4145,4856,5133
"tL(UAA)B2",4,0,2,2,1,0
"YBL093C",2675,2695,3220,1303,2087,1273
"YBL091C",2016,2700,2209,1345,1690,1552
"YBR142W",746,1226,831,552,646,581
"YBR047W",411,495,341,193,250,243
"YBR238C",53,86,158,44,98,60
"YBR067C",801,1118,775,412,665,609
"YBR010W",2598,4344,2917,2073,2436,1870
"YBL054W",1739,2353,1739,1395,1449,1126
"YBR209W",85,111,56,46,50,48
"YBL060W",822,1117,762,633,553,615
"YBR089W",0,0,0,0,1,0
"YBR025C",1786,2823,2083,1352,1413,1746
"YBR040W",18,9,12,8,3,6
"YBR230C",10559,12750,6887,6352,5543,7819
"YBL027W",916,1557,797,660,696,690
"YBL100C",638,818,479,375,395,502
"YBR261C",283,354,300,159,259,204
"YBR034C",743,1122,843,544,646,478
"YBR101C",3983,4887,5164,2425,3346,2837
"YBL010C",113,184,153,128,113,112
"YBR053C",4800,5198,3955,2500,2857,3151
"YBL059C-A",360,701,489,238,375,189
"YBR255C-A",371,546,371,222,248,304
"YBL042C",1535,2167,1727,1142,1313,1176
"YBL039C",513,952,546,459,511,326
"YBR217W",543,877,412,269,385,252
"YBR200W-A",15,43,19,17,14,6
"YBL003C",48,76,64,15,51,39
"YBR069C",1109,2474,1715,710,1196,953
"YBR056W-A",95,122,79,69,67,57
"YBR009C",1320,1997,1361,814,882,887
"YBL038W",1297,1850,1332,900,1100,843
"YBR056C-B",0,0,0,0,0,0
"YBR081C",2534,3132,2789,1556,1993,1625
"YBR007C",286,349,276,212,215,214
"YBR146W",1052,1430,987,685,701,715
"YBR171W",767,1041,763,482,685,413
"YBL028C",444,906,476,345,372,209
"YBR135W",628,821,591,403,412,389
"YBR264C",439,647,501,307,348,245
"YBR043C",1151,1621,1020,786,809,821
"YBL059W",135,207,169,102,152,93
"YBR131W",507,592,499,289,340,317
"YBR233W-A",201,434,312,154,199,141
"YBR092C",168,265,197,116,164,140
"YBR126C",29927,32001,22504,16017,16051,23253
"YBR057C",1288,1761,1308,921,913,927
"YBR086C",8101,9490,5886,4199,4528,6233
"YBR174C",7,1,3,2,0,1
"snR56",3,7,0,5,5,0
"YBR281C",547,758,419,408,314,483
"YBL103C",1987,2753,1997,1346,1412,1507
"tG(GCC)B",2,0,0,0,0,0
"YBR159W",757,1032,671,440,590,546
"YBR118W",2890,4088,3100,2162,2641,2644
"YBL004W",1123,1802,1055,986,822,982
"YBR163W",531,705,521,335,358,366
"YBL013W",266,307,276,167,201,192
"YBL112C",0,0,0,0,0,0
"YBR231C",633,997,575,503,489,503
"YBL066C",1922,2265,1899,1214,1211,1377
"YBR008C",1046,1565,964,708,759,816
"YBL015W",6194,8636,6157,4243,5035,4761
"YBR038W",646,632,854,420,600,440
"YBL018C",140,303,177,133,135,56
"YBR253W",515,707,448,270,342,284
"YBL068W-A",0,0,0,0,0,0
"YBR058C",2159,2510,1619,1258,1210,1544
"YBL084C",1048,1432,947,687,639,778
"YBR224W",77,81,48,41,33,54
"YBR077C",634,1051,653,494,594,490
"YBL087C",429,578,348,264,295,248
"YBR098W",203,333,283,170,189,197
"YBR239C",392,615,422,323,326,321
"YBR168W",622,790,490,390,425,353
"YBL046W",709,921,1000,504,602,474
"YBR003W",974,1146,746,637,603,667
"YBR215W",1504,2066,1552,1025,1090,1129
"LSR1",323,528,862,275,401,241
"YBL025W",386,599,423,275,304,271
"YBR105C",2170,3143,3054,1093,1964,1653
"YBR200W",1250,1811,1323,905,975,1052
"YBR190W",5,5,1,2,3,2
"YBR248C",654,1015,763,454,580,581
"YBR145W",719,960,900,303,528,542
"YBL047C",10638,12286,7805,6342,5868,8816
"YBR099C",0,0,0,0,0,0
"YBL014C",831,1102,894,604,554,512
"YBR062C",1266,1871,1210,686,962,724
"YBL092W",918,1357,721,544,693,616
"YBR240C",758,917,643,451,485,403
"YBR251W",452,653,385,293,336,293
"YBR199W",5357,6414,4662,3327,3488,3630
"YBR128C",806,1208,772,564,601,561
"YBR139W",2616,3114,2048,1492,1499,2116
"YBL070C",9,16,13,10,7,11
"YBR054W",8441,10225,8343,4184,5007,5946
"YBL039W-B",162,228,126,84,127,66
"YBR072W",46783,63811,52533,25364,38550,37257
"YBR111C",1955,2525,1818,1206,1273,1462
"YBL001C",1821,3006,1972,991,1410,976
"YBR110W",1745,2329,1937,1030,1316,1144
"YBL111C",41,21,91,27,24,59
"YBL036C",1856,2791,2111,1056,1551,963
"tR(UCU)B",4,7,0,2,3,2
"YBL094C",18,7,3,2,2,10
"YBR033W",971,1172,777,601,550,756
"YBL073W",36,24,19,29,20,13
"YBR096W",288,683,490,420,453,307
"YBL053W",5,3,1,2,1,2
"YBR030W",684,1120,633,514,464,515
"YBL076C",1970,2840,2074,1512,1560,1711
"YBR256C",1246,1645,891,567,737,857
"YBR162W-A",1022,1681,1139,840,933,600
"YBL077W",10,17,7,7,7,6
"YBR156C",164,218,168,140,143,156
"YBL012C",67,98,68,55,54,43
"YBL008W-A",1,0,0,2,0,1
"YBR297W",426,1149,736,468,462,386
"YBR189W",698,1502,659,611,699,631
"YBL096C",6,6,3,9,2,4
"YBR011C",6279,7966,5768,4732,4498,4825
"YBL041W",2066,2352,1596,1275,1268,1468
"YBL081W",165,229,208,136,159,155
"YBR089C-A",146,214,158,101,135,73
"YBR103C-A",5,6,1,3,5,8
"YBR296C",26014,43971,27149,22508,22318,18705
"YBL040C",1338,2197,1042,844,995,751
"YBR165W",1256,1357,970,689,849,688
"YBL026W",454,974,511,305,419,229
"YBR082C",2704,3490,2979,1508,2285,2232
"YBR280C",4692,5054,3443,2594,2492,3220
"YBR061C",208,310,188,150,182,116
"YBL016W",2478,3139,2159,1590,1734,1980
"YBR175W",200,284,167,108,138,96
"YBR029C",893,1363,879,643,753,722
"YBL057C",507,672,651,311,457,274
"YBR298C-A",0,4,0,1,1,3
"YBR192W",532,673,392,340,367,313
"tQ(UUG)B",0,2,0,1,0,2
"YBR302C",11,12,7,9,7,9
"YBR254C",239,326,153,103,121,113
"YBR204C",825,969,635,559,513,624
"YBR220C",482,820,474,351,355,347
"YBR222C",7937,8914,7353,4793,5328,4974
"YBR290W",5135,5662,3724,2975,3074,2646
"YBR162C",609,740,525,498,492,510
"YBR167C",201,236,149,122,148,108
"YBL033C",2037,3099,2398,1439,1864,1518
"YBR228W",706,873,788,431,525,422
"YBR263W",1560,1918,1468,1064,1068,1308
"YBR250W",129,155,128,66,70,80
"YBR272C",843,1275,793,656,680,698
"YBR120C",439,532,375,251,301,202
"YBR084C-A",898,1703,927,772,786,885
"YBL062W",0,0,0,0,0,0
"YBR301W",2,14,2,11,11,5
"YBR076W",665,1033,678,435,612,368
"YBR210W",212,361,204,135,160,82
"YBR106W",286,471,397,190,265,181
"YBR005W",3810,4223,2773,2218,2534,2067
"YBR153W",602,663,499,302,369,375
"YBR132C",1282,1847,1192,932,877,1048
"YBR166C",845,1296,839,690,708,646
"YBR221W-A",93,65,54,29,37,49
"YBR131C-A",0,0,0,0,0,0
"YBR161W",897,1093,813,584,584,437
"YBR109C",1091,1246,1042,574,754,791
"YBR255W",2088,2475,1897,1131,1361,1366
"YBR205W",520,635,403,324,294,388
"YBR296C-A",30,109,62,46,68,28
"YBL043W",529,1106,354,363,357,349
"YBR130C",413,492,380,266,273,292
"YBR206W",38,53,27,20,20,43
"YBR122C",1420,2111,1540,1021,1063,882
"YBR295W",937,1334,958,745,856,796
"YBR004C",1600,1758,955,1192,999,996
"YBR202W",303,601,364,275,309,331
"YBR001C",4176,5830,3534,2898,2838,3376
"YBL113C",390,438,296,246,175,360
"YBR288C",338,393,250,205,251,202
"YBR282W",581,801,701,379,549,292
"YBL072C",810,1656,850,711,773,690
"YBR103W",1129,1519,1037,706,899,726
"YBR107C",288,295,218,132,198,183
"YBL024W",728,1222,742,606,584,686
"YBR012C",0,0,0,0,0,0
"YBR188C",372,463,364,240,245,249
"YBL075C",43891,70579,64508,27125,38668,35347
"YBR102C",939,1201,884,676,671,735
"YBR006W",3792,3916,2959,1832,2167,2002
"YBL051C",3093,3715,2833,2053,1971,2373
"YBR196C",6522,8876,9119,4069,5959,4849
"YBL031W",42,56,34,26,38,28
"YBR141W-A",0,0,0,0,0,0
"YBL006W-A",0,0,0,0,0,0
"YBL100W-C",59,84,52,60,34,51
"YBR236C",688,884,677,462,510,442
"YBR276C",1036,1246,972,638,708,712
"YBR036C",5683,6501,4832,3675,3626,4107
"YBR045C",2545,2970,2516,1541,1516,1440
"YBR291C",411,649,328,258,309,249
"YBR137W",1454,1887,1436,920,1076,1103
"YBR079C",1955,3107,1950,1719,1642,1761
"YBR017C",2188,2967,1721,1616,1385,1791
"YBL044W",11,13,10,6,7,3
"YBL023C",466,564,612,396,401,298
"YBR127C",6010,7488,5291,3669,3774,4843
"YBR152W",622,947,795,393,532,417
"YBR035C",1916,2676,1905,1230,1491,1387
"YBR289W",1500,1968,1773,1063,1140,1211
"YBL017C",7408,7725,5745,4743,4479,5118
"YBR157C",630,1586,749,676,820,633
"YBL104C",714,948,770,452,482,514
"YBL109W",22,23,12,12,14,21
"tL(UAA)B1",1,0,0,0,0,0
"YBR072C-A",14,24,5,6,14,9
"YBR300C",4,13,2,5,0,2
"YBR195C",229,279,247,150,191,144
"YBR233W",149,259,164,143,132,142
"YBR262C",804,1113,757,496,601,448
"YBR020W",9315,13856,31373,5055,19245,10005
"YBR085C-A",49791,70425,39874,27393,32359,24788
"YBR123C",880,1067,773,456,559,611
"YBR221C",3953,4882,3721,2407,2528,3381
"YBL029W",1144,1734,931,825,835,811
"YBL045C",4807,5293,3158,2573,2401,3577
"YBR191W-A",9,3,0,1,2,13
"YBR154C",978,1344,994,620,707,630
"YBR278W",122,189,112,62,103,71
"YBR273C",2718,3416,2751,1777,1958,2020
"YBR032W",70,97,72,52,31,67
"YBR048W",353,603,378,317,340,354
"YBR104W",229,370,349,139,242,169
"YBL079W",2070,2812,1856,1483,1357,1817
"YBR265W",962,1156,782,615,682,621
"YBR249C",644,1186,937,459,644,750
"YBR203W",1464,2500,1542,1229,1198,1434
"YBR184W",322,428,257,156,236,149
"YBR170C",2141,2579,1903,1202,1264,1561
"YBR173C",2383,3353,2336,1547,2000,1920
"YBR133C",697,939,730,467,522,431
"YBR275C",625,930,740,573,488,567
"YBL108W",7,7,3,1,4,1
"YBL113W-A",0,0,0,0,0,0
"YBL085W",1491,1649,1499,846,1160,915
"YBL052C",566,736,522,357,385,328
"YBL009W",92,146,103,97,106,90
"YBR283C",1983,2729,2040,1348,1543,1504
"YBR094W",1747,2309,1291,1219,1093,1460
"YBR258C",387,757,603,266,433,186
"YBR201W",283,506,273,163,240,166
"YBR070C",69,83,92,55,78,48
"tE(UUC)B",0,0,0,0,0,0
"YBR198C",2515,2987,2398,1624,1598,1885
"YBL056W",4126,4967,3727,2234,2369,2413
"YBL099W",2708,3050,2186,1672,1504,2439
"YBR257W",954,1356,775,542,644,492
"YBR126W-A",62,49,40,28,35,41
"YBR242W",1482,1892,1082,782,927,742
"YBL008W",350,621,400,241,295,237
"YBR181C",492,925,498,433,457,410
"tC(GCA)B",15,26,17,18,15,14
"YBR052C",1034,1195,835,595,659,679
"YBR093C",288,441,411,196,217,277
"YBR049C",2136,2850,1886,1565,1517,1932
"YBR056W",6769,6897,4915,3641,3889,4276
"YBL030C",1241,1878,991,846,776,993
"tT(AGU)B",0,0,0,0,0,1
"YBR141C",218,337,202,150,174,172
"YBR226C",29,22,18,18,20,25
"YBL005W",1904,2459,1951,1199,1228,1422
"YBR151W",8291,10607,8406,4791,5841,5347
"YBR144C",8,9,7,8,8,2
"YBR178W",10,21,8,7,3,6
"YBR138C",473,600,515,333,362,275
"YBL090W",866,1504,968,549,656,424
"YBL105C",3468,4900,3083,2560,2370,3073
"YBL102W",1004,1400,1163,677,813,728
"YBL011W",927,1171,860,605,570,617
"YBR095C",922,1207,1068,593,691,662
"YBR196C-B",14,29,11,13,12,28
"YBL048W",331,281,223,131,137,161
"YBR066C",1560,1936,934,882,959,678
"YBR292C",31,36,38,30,29,19
"YBR018C",7168,8305,18354,2667,10702,4898
"YBR194W",162,308,167,107,151,78
"YBR076C-A",318,501,287,216,289,167
"YBR108W",2271,2919,2228,1544,1386,2029
"YBR046C",3514,4950,3133,2249,2451,2690
"YBR235W",1692,2060,1392,1046,1024,1273
"YBR274W",563,624,479,268,323,302
"YBL006C",1571,2253,1279,863,1163,926
"YBR186W",297,341,330,199,266,197
"YBR277C",3,1,3,3,1,1
"YBR185C",240,266,141,137,137,99
"YBL078C",3975,4861,3819,2370,2881,2568
"YBR037C",715,891,550,465,479,410
"YBR015C",2051,2775,1460,1357,1319,1754
"YBR016W",7536,8608,5685,4969,4605,5488
"YBL107W-A",2,0,1,0,0,2
"YBL071W-A",359,451,463,231,295,265
"YBR269C",4106,5379,4912,2715,3223,2921
"YBR266C",0,0,0,0,0,0
"YBR055C",1117,1337,913,772,779,778
"YBR088C",1,0,3,2,0,0
"tV(UAC)B",1,0,0,0,0,1
"YBL019W",825,1102,884,576,577,613
"YBR112C",1088,1535,1095,813,983,888
"YBR164C",631,822,576,305,392,314
"YBR148W",409,543,277,223,223,246
"YBL020W",483,727,442,319,323,403
"YBR208C",777,1299,763,550,608,602
"tD(GUC)B",1,3,3,0,1,1
"YBR172C",2346,3304,2258,1918,1565,1886
"YBL097W",204,317,261,165,214,145
"YBR050C",870,1504,705,619,655,669
"YBR183W",2351,2509,1563,1052,1126,1146
"YBR213W",555,709,527,450,419,318
"YBR113W",50,94,86,38,76,81
"YBL091C-A",302,407,311,242,221,198
"YBR196C-A",5,19,3,0,11,8
"YBR286W",21838,27175,17193,12718,12498,18829
"YBR268W",471,846,579,337,426,334
"YBR058C-A",463,998,590,369,488,256
"YBR287W",4303,4838,3316,2433,2536,2846
"YBL083C",3,7,0,4,2,4
"YBL061C",495,887,711,491,560,453
"YBR267W",489,711,495,402,382,368
"YBR114W",1642,2022,1975,1054,1338,1157
"YBL032W",877,988,936,560,643,477
"YBR219C",2,0,0,0,0,2
"tF(GAA)B",1,0,0,0,0,0
"YBR299W",18,18,11,11,23,12
"YBR191W",773,1227,664,644,651,664
"YBR125C",1273,1757,1110,771,811,950
"YBL069W",624,756,616,437,427,427
"YBR223C",673,774,646,457,492,510
"YBR074W",1311,1827,1096,863,890,1017
"YBR201C-A",115,333,197,161,188,117
"YBR187W",217,248,161,112,108,141
"YBL021C",307,488,347,230,242,212
"YBL049W",961,1221,757,523,624,618
"YBL035C",212,339,300,158,188,153
"YBL095W",550,898,521,453,484,451
"YBR073W",1072,1736,1007,890,932,811
"YBR109W-A",26,47,21,35,31,34
"YBR260C",1129,1448,1172,730,789,817
"YBR279W",3365,4625,4491,2108,2871,2209
"YBR211C",1067,1489,938,522,689,350
"YBR078W",624,902,813,513,669,457
"YBR063C",846,1195,570,541,514,618
"YBR028C",1187,1778,1130,886,826,911
"YBL039C-A",0,0,0,0,0,0
"YBR129C",1418,2016,1340,759,952,757
"YBL050W",4589,5932,4195,2736,3378,2865
"YBR051W",51,87,41,34,14,26
"YBR080C",1709,2217,1352,1065,1043,1400
"YBL058W",5160,6510,4229,3017,3256,3692
"YBL101C",5106,6408,4284,3308,3279,3984
"YBR140C",5814,7502,4484,3597,3385,5018
"YBR021W",837,1149,837,748,618,632
"YBR232C",11,11,4,2,3,7
"YBR024W",1111,1244,972,678,693,768
"YBL005W-B",169,221,179,85,139,152
"YBL100W-A",0,0,0,0,0,0
"YBR012W-B",4,2,3,6,5,4
"YBR012W-A",0,0,0,0,0,0
"YBL005W-A",0,0,0,0,0,0
"YBL100W-B",370,519,514,312,324,248
"YNR017W",586,738,521,374,367,370
"YNL105W",1,7,3,1,3,0
"YNR069C",730,850,675,316,389,563
"YNL306W",1683,2587,2023,1288,1397,1161
"YNL288W",1746,2198,1712,1180,1107,1281
"YNL191W",1213,1419,1115,731,688,718
"YNL150W",13,10,5,4,4,15
"YNL097C",1254,1825,1077,755,917,906
"tN(GUU)N1",0,0,0,0,0,2
"YNL137C",1105,1756,966,869,810,875
"YNL331C",768,1032,819,417,546,456
"YNL030W",781,1021,758,612,742,543
"YNL297C",1854,2010,1370,1149,1024,1287
"YNL102W",100,214,102,80,119,107
"YNR026C",592,909,637,412,512,412
"YNL152W",489,512,525,291,307,355
"YNL140C",2,1,0,1,0,1
"YNL099C",1136,1183,974,672,686,678
"YNL182C",257,384,280,236,215,204
"YNL180C",8730,15119,8839,8470,7108,9128
"YNR001C",10039,13652,8438,6785,6978,8000
"YNL091W",5530,7113,5552,4134,4178,4413
"YNL157W",4924,5670,4351,2663,3469,2562
"YNL315C",509,729,649,375,391,376
"YNL221C",1477,1986,1539,1008,1066,1196
"YNR052C",1460,2071,1562,1036,1063,970
"YNL061W",1768,2946,2370,1590,1786,1521
"YNL284C",1064,1745,1162,761,893,731
"YNR040W",355,349,321,174,224,198
"YNL246W",1358,1976,1345,886,1012,980
"YNL097W-A",0,0,0,0,0,0
"YNL121C",2070,3266,2381,1431,1667,1626
"snR191",11,35,18,12,12,11
"YNL043C",95,121,102,60,85,58
"YNR055C",1374,1618,1240,843,862,996
"YNL039W",1597,2006,1596,1094,1110,1031
"YNR036C",1790,2825,1943,1132,1458,1201
"YNL304W",105,161,142,80,91,101
"YNL119W",443,729,417,352,299,337
"YNL034W",316,227,167,167,117,115
"YNL187W",422,613,456,275,306,363
"YNL310C",275,312,257,189,190,186
"YNL277W",2501,2680,2005,1586,1325,1577
"YNL126W",216,271,186,157,128,133
"tL(UAA)N",0,0,0,0,0,0
"YNL210W",130,130,120,100,64,53
"YNR041C",115,137,102,106,67,59
"YNL193W",2274,2831,1867,1484,1432,1456
"YNL301C",75,193,142,78,95,83
"YNL263C",921,1241,913,532,659,678
"YNL059C",1296,1637,1290,795,854,922
"YNL028W",3,2,3,4,0,4
"YNL044W",832,1126,1110,500,882,506
"YNL026W",887,1018,612,492,486,477
"YNL067W",60,89,67,50,68,38
"YNL205C",13,7,6,5,6,7
"YNL104C",3591,5128,3407,2520,2471,3617
"YNL169C",881,1312,885,572,650,620
"YNL268W",2262,2958,2161,1505,1489,1896
"YNL162W",216,241,98,103,116,87
"YNL257C",1559,1884,1146,826,854,1156
"YNL229C",2446,3312,2343,1530,1631,1838
"YNL042W-B",7,11,12,3,8,0
"YNL248C",804,943,648,527,541,504
"YNR045W",1001,1421,908,608,691,749
"YNR051C",1400,2187,1559,1044,1045,1298
"YNL190W",9521,11040,8017,5160,5227,8031
"YNL194C",20368,23967,14775,11472,11191,13828
"YNL080C",842,969,582,458,507,627
"YNR005C",1,1,1,1,0,1
"YNR064C",581,670,487,303,483,354
"YNL145W",25,46,53,11,22,24
"YNR068C",382,425,300,167,174,266
"YNL323W",1036,1386,1119,736,789,752
"YNL003C",1325,1418,1041,768,777,741
"YNL199C",2887,3712,2597,1910,2074,2096
"YNL048W",766,973,610,434,558,468
"YNL072W",272,315,242,168,180,184
"YNL224C",1412,1691,1465,871,952,909
"YNL067W-A",5,7,8,2,7,0
"YNR032W",731,881,678,456,443,471
"YNL206C",983,1512,966,710,780,649
"YNR062C",211,276,141,162,122,121
"YNL203C",80,101,57,55,44,62
"YNL273W",260,330,136,173,102,203
"tI(AAU)N1",15,16,20,21,9,5
"YNL213C",475,714,901,295,527,233
"YNL055C",4256,5725,5191,2610,3495,3595
"YNL170W",7,10,3,1,5,5
"YNR013C",1547,2009,1652,1112,1099,1445
"YNL269W",162,242,99,100,84,112
"YNR020C",186,349,284,136,183,115
"YNL041C",2128,2736,2161,1229,1450,1335
"YNL234W",242,280,267,129,155,215
"YNL165W",652,876,522,427,407,420
"YNL116W",2418,3039,2193,1570,1474,1916
"YNL008C",1183,1537,968,719,766,758
"YNL309W",233,382,328,230,230,236
"YNR015W",571,896,540,405,443,512
"YNR075W",228,203,120,97,137,127
"YNL025C",863,961,607,482,473,661
"YNL058C",272,460,404,317,367,209
"YNL313C",660,1063,797,542,589,558
"YNL122C",422,747,543,260,403,181
"YNL094W",2531,3276,2132,1824,1645,1751
"YNL001W",822,1209,786,474,546,538
"YNL317W",1076,1573,1099,843,775,932
"YNL035C",1360,1918,1759,772,1175,698
"YNL007C",9250,10540,8516,4727,5639,6920
"YNL162W-A",96,150,99,54,86,48
"YNR039C",2199,2716,1851,1469,1277,1403
"YNL103W-A",81,97,65,55,52,83
"tL(CAA)N",7,7,2,3,0,3
"YNL052W",4100,5384,3281,2628,2502,2681
"YNL120C",0,0,0,0,0,0
"YNL002C",1281,2283,1599,1092,1255,847
"YNL311C",1269,1732,1527,933,1086,869
"YNR007C",3531,4678,4142,1869,2724,1963
"YNL291C",251,366,297,185,163,205
"YNL195C",15832,16432,8695,8162,6902,11983
"YNL087W",791,1014,667,541,561,561
"tF(GAA)N",1,3,4,2,0,2
"YNL217W",992,1580,984,670,970,582
"YNL029C",508,609,397,268,283,252
"YNR028W",779,1227,801,571,618,661
"YNL009W",973,1427,1434,548,971,452
"YNL024C-A",538,969,600,287,386,260
"YNL334C",48,65,59,40,26,47
"YNL319W",3,1,0,2,3,4
"YNL295W",1096,1579,1435,796,933,773
"tN(GUU)N2",0,1,2,0,0,2
"YNL192W",44539,49429,40190,30012,31511,26188
"YNL149C",273,466,275,144,196,157
"YNL071W",6365,6683,5554,3518,4049,4829
"YNL089C",0,5,0,0,4,3
"YNL308C",1786,3280,2844,1600,2067,1349
"YNL239W",849,1153,1005,441,575,739
"YNL275W",256,383,256,170,159,157
"YNR071C",0,0,0,0,0,0
"YNL226W",3,1,3,7,1,0
"YNL040W",1249,1611,1180,719,817,776
"YNL117W",1607,3048,1042,1196,954,1364
"YNL050C",797,1348,943,580,708,622
"YNL086W",138,185,154,81,103,104
"YNL017C",13,20,7,7,3,1
"YNR070W",15,23,9,7,8,9
"YNR067C",195,204,197,119,174,184
"YNL305C",8210,8776,6457,4453,5053,5508
"YNL015W",6845,8251,6146,2931,4842,3450
"YNL146C-A",12,7,14,2,2,6
"YNL063W",628,610,484,281,358,374
"YNL294C",2440,3710,2436,1873,2019,1931
"YNR046W",511,684,512,335,366,359
"YNL167C",1608,2010,1671,1133,1312,1112
"YNL280C",961,1249,934,528,572,583
"YNR002C",2790,4300,3521,2441,2883,2371
"YNL036W",8378,8246,7883,7403,6194,4282
"YNL075W",911,1427,970,610,791,634
"YNR058W",1857,2640,1478,1175,1274,1112
"YNL054W",2196,2960,1933,1534,1424,1880
"YNR006W",2658,3187,2591,1752,1881,2014
"YNR042W",0,0,1,0,0,0
"YNL261W",794,1187,790,602,606,447
"YNL188W",152,275,198,122,145,140
"YNL146W",131,198,185,85,93,70
"YNL228W",0,1,1,1,1,0
"YNL211C",197,368,214,118,149,105
"YNR021W",677,794,558,354,414,509
"YNL201C",898,1350,1031,570,772,670
"YNR033W",2398,2531,2259,1346,1430,1518
"YNR034W",2814,3540,2431,1642,1776,2072
"YNL272C",581,852,509,357,430,391
"YNL245C",565,874,607,417,429,440
"YNR074C",0,0,0,0,0,0
"YNL123W",994,1538,984,714,775,777
"YNR016C",5070,6379,3737,3760,3070,3982
"YNL223W",1241,1785,1053,849,804,1043
"YNR032C-A",113,187,156,83,71,62
"YNL133C",801,1289,1083,576,802,571
"YNL178W",558,1055,544,493,534,508
"YNL065W",307,403,372,103,222,177
"YNR043W",648,756,585,525,412,462
"YNL021W",635,764,481,451,412,544
"YNL124W",989,1411,1200,683,818,741
"YNL312W",230,372,223,160,184,189
"YNL143C",174,319,198,121,107,105
"YNL251C",2604,3701,2441,1792,1972,2060
"snR40",3,12,8,4,8,1
"YNL299W",248,367,268,217,216,190
"snR19",94,97,120,64,66,28
"YNR049C",1095,1538,1032,839,806,677
"YNL163C",1774,2422,1584,1111,1279,1263
"YNR073C",0,0,0,0,0,0
"YNL127W",1449,1918,1495,923,1049,956
"YNL118C",4756,5416,4355,2933,3025,3401
"tT(AGU)N2",2,4,0,0,0,0
"YNL189W",2134,2792,2190,1383,1558,1631
"YNL290W",302,460,335,224,257,227
"YNR025C",7,5,5,3,1,1
"YNL250W",879,1235,904,559,696,609
"YNL314W",606,740,812,428,497,416
"YNL227C",220,426,319,214,234,197
"YNL218W",341,521,425,259,279,224
"YNL004W",3140,4224,3225,1894,2325,2096
"YNR023W",1161,1556,1009,727,779,777
"YNL092W",1532,1566,941,821,816,1070
"YNL324W",6,4,5,2,0,1
"YNL233W",312,433,340,230,249,278
"YNL155W",2278,2558,1645,1118,1363,1271
"YNL020C",1430,1700,1098,1009,938,1013
"YNL076W",1806,1942,1963,1007,1230,1245
"YNL200C",8471,9673,7342,3798,4968,5157
"YNL177C",1457,1896,1368,885,1028,842
"YNL077W",3985,4480,4126,2135,3224,2402
"YNL293W",1457,2122,1491,1199,1162,1091
"YNL098C",4722,5363,4267,2867,3083,3404
"YNR004W",236,323,274,151,181,124
